time_min,time_hr,intensity_mm_hr,incremental_depth_mm,cumulative_depth_mm,return_period_yr,total_duration_hr
61.0,1.017,0.911,0.015,0.894,25,24.0
62.0,1.033,0.913,0.015,0.91,25,24.0
63.0,1.05,0.914,0.015,0.925,25,24.0
64.0,1.067,0.916,0.015,0.94,25,24.0
65.0,1.083,0.917,0.015,0.955,25,24.0
66.0,1.1,0.919,0.015,0.971,25,24.0
67.0,1.117,0.921,0.015,0.986,25,24.0
68.0,1.133,0.922,0.015,1.001,25,24.0
69.0,1.15,0.924,0.015,1.017,25,24.0
70.0,1.167,0.926,0.015,1.032,25,24.0
71.0,1.183,0.927,0.015,1.048,25,24.0
72.0,1.2,0.929,0.015,1.063,25,24.0
73.0,1.217,0.931,0.016,1.079,25,24.0
74.0,1.233,0.932,0.016,1.094,25,24.0
75.0,1.25,0.934,0.016,1.11,25,24.0
76.0,1.267,0.936,0.016,1.125,25,24.0
77.0,1.283,0.938,0.016,1.141,25,24.0
78.0,1.3,0.939,0.016,1.157,25,24.0
79.0,1.317,0.941,0.016,1.172,25,24.0
80.0,1.333,0.943,0.016,1.188,25,24.0
81.0,1.35,0.944,0.016,1.204,25,24.0
82.0,1.367,0.946,0.016,1.22,25,24.0
83.0,1.383,0.948,0.016,1.235,25,24.0
84.0,1.4,0.95,0.016,1.251,25,24.0
85.0,1.417,0.952,0.016,1.267,25,24.0
86.0,1.433,0.953,0.016,1.283,25,24.0
87.0,1.45,0.955,0.016,1.299,25,24.0
88.0,1.467,0.957,0.016,1.315,25,24.0
89.0,1.483,0.959,0.016,1.331,25,24.0
90.0,1.5,0.96,0.016,1.347,25,24.0
91.0,1.517,0.962,0.016,1.363,25,24.0
92.0,1.533,0.964,0.016,1.379,25,24.0
93.0,1.55,0.966,0.016,1.395,25,24.0
94.0,1.567,0.968,0.016,1.411,25,24.0
95.0,1.583,0.97,0.016,1.427,25,24.0
96.0,1.6,0.971,0.016,1.444,25,24.0
97.0,1.617,0.973,0.016,1.46,25,24.0
98.0,1.633,0.975,0.016,1.476,25,24.0
99.0,1.65,0.977,0.016,1.492,25,24.0
100.0,1.667,0.979,0.016,1.509,25,24.0
101.0,1.683,0.981,0.016,1.525,25,24.0
102.0,1.7,0.983,0.016,1.541,25,24.0
103.0,1.717,0.985,0.016,1.558,25,24.0
104.0,1.733,0.987,0.016,1.574,25,24.0
105.0,1.75,0.988,0.016,1.591,25,24.0
106.0,1.767,0.99,0.017,1.607,25,24.0
107.0,1.783,0.992,0.017,1.624,25,24.0
108.0,1.8,0.994,0.017,1.64,25,24.0
109.0,1.817,0.996,0.017,1.657,25,24.0
110.0,1.833,0.998,0.017,1.674,25,24.0
111.0,1.85,1.0,0.017,1.69,25,24.0
112.0,1.867,1.002,0.017,1.707,25,24.0
113.0,1.883,1.004,0.017,1.724,25,24.0
114.0,1.9,1.006,0.017,1.74,25,24.0
115.0,1.917,1.008,0.017,1.757,25,24.0
116.0,1.933,1.01,0.017,1.774,25,24.0
117.0,1.95,1.012,0.017,1.791,25,24.0
118.0,1.967,1.014,0.017,1.808,25,24.0
119.0,1.983,1.016,0.017,1.825,25,24.0
120.0,2.0,1.018,0.017,1.842,25,24.0
121.0,2.017,1.02,0.017,1.859,25,24.0
122.0,2.033,1.023,0.017,1.876,25,24.0
123.0,2.05,1.025,0.017,1.893,25,24.0
124.0,2.067,1.027,0.017,1.91,25,24.0
125.0,2.083,1.029,0.017,1.927,25,24.0
126.0,2.1,1.031,0.017,1.944,25,24.0
127.0,2.117,1.033,0.017,1.961,25,24.0
128.0,2.133,1.035,0.017,1.979,25,24.0
129.0,2.15,1.037,0.017,1.996,25,24.0
130.0,2.167,1.039,0.017,2.013,25,24.0
131.0,2.183,1.042,0.017,2.031,25,24.0
132.0,2.2,1.044,0.017,2.048,25,24.0
133.0,2.217,1.046,0.017,2.066,25,24.0
134.0,2.233,1.048,0.017,2.083,25,24.0
135.0,2.25,1.05,0.018,2.101,25,24.0
136.0,2.267,1.053,0.018,2.118,25,24.0
137.0,2.283,1.055,0.018,2.136,25,24.0
138.0,2.3,1.057,0.018,2.153,25,24.0
139.0,2.317,1.059,0.018,2.171,25,24.0
140.0,2.333,1.061,0.018,2.189,25,24.0
141.0,2.35,1.064,0.018,2.206,25,24.0
142.0,2.367,1.066,0.018,2.224,25,24.0
143.0,2.383,1.068,0.018,2.242,25,24.0
144.0,2.4,1.071,0.018,2.26,25,24.0
145.0,2.417,1.073,0.018,2.278,25,24.0
146.0,2.433,1.075,0.018,2.296,25,24.0
147.0,2.45,1.078,0.018,2.314,25,24.0
148.0,2.467,1.08,0.018,2.332,25,24.0
149.0,2.483,1.082,0.018,2.35,25,24.0
150.0,2.5,1.085,0.018,2.368,25,24.0
151.0,2.517,1.087,0.018,2.386,25,24.0
152.0,2.533,1.089,0.018,2.404,25,24.0
153.0,2.55,1.092,0.018,2.422,25,24.0
154.0,2.567,1.094,0.018,2.44,25,24.0
155.0,2.583,1.097,0.018,2.459,25,24.0
156.0,2.6,1.099,0.018,2.477,25,24.0
157.0,2.617,1.101,0.018,2.495,25,24.0
158.0,2.633,1.104,0.018,2.514,25,24.0
159.0,2.65,1.106,0.018,2.532,25,24.0
160.0,2.667,1.109,0.018,2.551,25,24.0
161.0,2.683,1.111,0.019,2.569,25,24.0
162.0,2.7,1.114,0.019,2.588,25,24.0
163.0,2.717,1.116,0.019,2.606,25,24.0
164.0,2.733,1.119,0.019,2.625,25,24.0
165.0,2.75,1.121,0.019,2.644,25,24.0
166.0,2.767,1.124,0.019,2.662,25,24.0
167.0,2.783,1.127,0.019,2.681,25,24.0
168.0,2.8,1.129,0.019,2.7,25,24.0
169.0,2.817,1.132,0.019,2.719,25,24.0
170.0,2.833,1.134,0.019,2.738,25,24.0
171.0,2.85,1.137,0.019,2.757,25,24.0
172.0,2.867,1.14,0.019,2.776,25,24.0
173.0,2.883,1.142,0.019,2.795,25,24.0
174.0,2.9,1.145,0.019,2.814,25,24.0
175.0,2.917,1.148,0.019,2.833,25,24.0
176.0,2.933,1.15,0.019,2.852,25,24.0
177.0,2.95,1.153,0.019,2.871,25,24.0
178.0,2.967,1.156,0.019,2.891,25,24.0
179.0,2.983,1.158,0.019,2.91,25,24.0
180.0,3.0,1.161,0.019,2.929,25,24.0
181.0,3.017,1.164,0.019,2.949,25,24.0
182.0,3.033,1.167,0.019,2.968,25,24.0
183.0,3.05,1.169,0.019,2.988,25,24.0
184.0,3.067,1.172,0.02,3.007,25,24.0
185.0,3.083,1.175,0.02,3.027,25,24.0
186.0,3.1,1.178,0.02,3.046,25,24.0
187.0,3.117,1.181,0.02,3.066,25,24.0
188.0,3.133,1.184,0.02,3.086,25,24.0
189.0,3.15,1.186,0.02,3.105,25,24.0
190.0,3.167,1.189,0.02,3.125,25,24.0
191.0,3.183,1.192,0.02,3.145,25,24.0
192.0,3.2,1.195,0.02,3.165,25,24.0
193.0,3.217,1.198,0.02,3.185,25,24.0
194.0,3.233,1.201,0.02,3.205,25,24.0
195.0,3.25,1.204,0.02,3.225,25,24.0
196.0,3.267,1.207,0.02,3.245,25,24.0
197.0,3.283,1.21,0.02,3.265,25,24.0
198.0,3.3,1.213,0.02,3.286,25,24.0
199.0,3.317,1.216,0.02,3.306,25,24.0
200.0,3.333,1.219,0.02,3.326,25,24.0
201.0,3.35,1.222,0.02,3.347,25,24.0
202.0,3.367,1.225,0.02,3.367,25,24.0
203.0,3.383,1.228,0.02,3.388,25,24.0
204.0,3.4,1.232,0.021,3.408,25,24.0
205.0,3.417,1.235,0.021,3.429,25,24.0
206.0,3.433,1.238,0.021,3.449,25,24.0
207.0,3.45,1.241,0.021,3.47,25,24.0
208.0,3.467,1.244,0.021,3.491,25,24.0
209.0,3.483,1.247,0.021,3.511,25,24.0
210.0,3.5,1.251,0.021,3.532,25,24.0
211.0,3.517,1.254,0.021,3.553,25,24.0
212.0,3.533,1.257,0.021,3.574,25,24.0
213.0,3.55,1.261,0.021,3.595,25,24.0
214.0,3.567,1.264,0.021,3.616,25,24.0
215.0,3.583,1.267,0.021,3.637,25,24.0
216.0,3.6,1.27,0.021,3.659,25,24.0
217.0,3.617,1.274,0.021,3.68,25,24.0
218.0,3.633,1.277,0.021,3.701,25,24.0
219.0,3.65,1.281,0.021,3.722,25,24.0
220.0,3.667,1.284,0.021,3.744,25,24.0
221.0,3.683,1.288,0.021,3.765,25,24.0
222.0,3.7,1.291,0.022,3.787,25,24.0
223.0,3.717,1.294,0.022,3.808,25,24.0
224.0,3.733,1.298,0.022,3.83,25,24.0
225.0,3.75,1.302,0.022,3.852,25,24.0
226.0,3.767,1.305,0.022,3.873,25,24.0
227.0,3.783,1.309,0.022,3.895,25,24.0
228.0,3.8,1.312,0.022,3.917,25,24.0
229.0,3.817,1.316,0.022,3.939,25,24.0
230.0,3.833,1.319,0.022,3.961,25,24.0
231.0,3.85,1.323,0.022,3.983,25,24.0
232.0,3.867,1.327,0.022,4.005,25,24.0
233.0,3.883,1.331,0.022,4.027,25,24.0
234.0,3.9,1.334,0.022,4.05,25,24.0
235.0,3.917,1.338,0.022,4.072,25,24.0
236.0,3.933,1.342,0.022,4.094,25,24.0
237.0,3.95,1.346,0.022,4.117,25,24.0
238.0,3.967,1.349,0.022,4.139,25,24.0
239.0,3.983,1.353,0.023,4.162,25,24.0
240.0,4.0,1.357,0.023,4.184,25,24.0
241.0,4.017,1.361,0.023,4.207,25,24.0
242.0,4.033,1.365,0.023,4.23,25,24.0
243.0,4.05,1.369,0.023,4.253,25,24.0
244.0,4.067,1.373,0.023,4.275,25,24.0
245.0,4.083,1.377,0.023,4.298,25,24.0
246.0,4.1,1.381,0.023,4.321,25,24.0
247.0,4.117,1.385,0.023,4.345,25,24.0
248.0,4.133,1.389,0.023,4.368,25,24.0
249.0,4.15,1.393,0.023,4.391,25,24.0
250.0,4.167,1.397,0.023,4.414,25,24.0
251.0,4.183,1.401,0.023,4.438,25,24.0
252.0,4.2,1.406,0.023,4.461,25,24.0
253.0,4.217,1.41,0.023,4.484,25,24.0
254.0,4.233,1.414,0.024,4.508,25,24.0
255.0,4.25,1.418,0.024,4.532,25,24.0
256.0,4.267,1.423,0.024,4.555,25,24.0
257.0,4.283,1.427,0.024,4.579,25,24.0
258.0,4.3,1.431,0.024,4.603,25,24.0
259.0,4.317,1.436,0.024,4.627,25,24.0
260.0,4.333,1.44,0.024,4.651,25,24.0
261.0,4.35,1.444,0.024,4.675,25,24.0
262.0,4.367,1.449,0.024,4.699,25,24.0
263.0,4.383,1.453,0.024,4.723,25,24.0
264.0,4.4,1.458,0.024,4.748,25,24.0
265.0,4.417,1.462,0.024,4.772,25,24.0
266.0,4.433,1.467,0.024,4.796,25,24.0
267.0,4.45,1.472,0.025,4.821,25,24.0
268.0,4.467,1.476,0.025,4.846,25,24.0
269.0,4.483,1.481,0.025,4.87,25,24.0
270.0,4.5,1.486,0.025,4.895,25,24.0
271.0,4.517,1.49,0.025,4.92,25,24.0
272.0,4.533,1.495,0.025,4.945,25,24.0
273.0,4.55,1.5,0.025,4.97,25,24.0
274.0,4.567,1.505,0.025,4.995,25,24.0
275.0,4.583,1.51,0.025,5.02,25,24.0
276.0,4.6,1.515,0.025,5.045,25,24.0
277.0,4.617,1.52,0.025,5.071,25,24.0
278.0,4.633,1.525,0.025,5.096,25,24.0
279.0,4.65,1.53,0.025,5.122,25,24.0
280.0,4.667,1.535,0.026,5.147,25,24.0
281.0,4.683,1.54,0.026,5.173,25,24.0
282.0,4.7,1.545,0.026,5.199,25,24.0
283.0,4.717,1.55,0.026,5.224,25,24.0
284.0,4.733,1.556,0.026,5.25,25,24.0
285.0,4.75,1.561,0.026,5.276,25,24.0
286.0,4.767,1.566,0.026,5.302,25,24.0
287.0,4.783,1.571,0.026,5.329,25,24.0
288.0,4.8,1.577,0.026,5.355,25,24.0
289.0,4.817,1.582,0.026,5.381,25,24.0
290.0,4.833,1.588,0.026,5.408,25,24.0
291.0,4.85,1.593,0.027,5.434,25,24.0
292.0,4.867,1.599,0.027,5.461,25,24.0
293.0,4.883,1.604,0.027,5.488,25,24.0
294.0,4.9,1.61,0.027,5.514,25,24.0
295.0,4.917,1.616,0.027,5.541,25,24.0
296.0,4.933,1.621,0.027,5.568,25,24.0
297.0,4.95,1.627,0.027,5.596,25,24.0
298.0,4.967,1.633,0.027,5.623,25,24.0
299.0,4.983,1.639,0.027,5.65,25,24.0
300.0,5.0,1.645,0.027,5.678,25,24.0
301.0,5.017,1.651,0.028,5.705,25,24.0
302.0,5.033,1.657,0.028,5.733,25,24.0
303.0,5.05,1.663,0.028,5.76,25,24.0
304.0,5.067,1.669,0.028,5.788,25,24.0
305.0,5.083,1.675,0.028,5.816,25,24.0
306.0,5.1,1.681,0.028,5.844,25,24.0
307.0,5.117,1.687,0.028,5.872,25,24.0
308.0,5.133,1.694,0.028,5.9,25,24.0
309.0,5.15,1.7,0.028,5.929,25,24.0
310.0,5.167,1.706,0.028,5.957,25,24.0
311.0,5.183,1.713,0.029,5.986,25,24.0
312.0,5.2,1.719,0.029,6.014,25,24.0
313.0,5.217,1.726,0.029,6.043,25,24.0
314.0,5.233,1.732,0.029,6.072,25,24.0
315.0,5.25,1.739,0.029,6.101,25,24.0
316.0,5.267,1.746,0.029,6.13,25,24.0
317.0,5.283,1.753,0.029,6.159,25,24.0
318.0,5.3,1.759,0.029,6.189,25,24.0
319.0,5.317,1.766,0.029,6.218,25,24.0
320.0,5.333,1.773,0.03,6.248,25,24.0
321.0,5.35,1.78,0.03,6.277,25,24.0
322.0,5.367,1.787,0.03,6.307,25,24.0
323.0,5.383,1.795,0.03,6.337,25,24.0
324.0,5.4,1.802,0.03,6.367,25,24.0
325.0,5.417,1.809,0.03,6.397,25,24.0
326.0,5.433,1.816,0.03,6.427,25,24.0
327.0,5.45,1.824,0.03,6.458,25,24.0
328.0,5.467,1.831,0.031,6.488,25,24.0
329.0,5.483,1.839,0.031,6.519,25,24.0
330.0,5.5,1.846,0.031,6.55,25,24.0
331.0,5.517,1.854,0.031,6.581,25,24.0
332.0,5.533,1.862,0.031,6.612,25,24.0
333.0,5.55,1.87,0.031,6.643,25,24.0
334.0,5.567,1.878,0.031,6.674,25,24.0
335.0,5.583,1.886,0.031,6.706,25,24.0
336.0,5.6,1.894,0.032,6.737,25,24.0
337.0,5.617,1.902,0.032,6.769,25,24.0
338.0,5.633,1.91,0.032,6.801,25,24.0
339.0,5.65,1.918,0.032,6.833,25,24.0
340.0,5.667,1.926,0.032,6.865,25,24.0
341.0,5.683,1.935,0.032,6.897,25,24.0
342.0,5.7,1.943,0.032,6.929,25,24.0
343.0,5.717,1.952,0.033,6.962,25,24.0
344.0,5.733,1.961,0.033,6.995,25,24.0
345.0,5.75,1.969,0.033,7.027,25,24.0
346.0,5.767,1.978,0.033,7.06,25,24.0
347.0,5.783,1.987,0.033,7.094,25,24.0
348.0,5.8,1.996,0.033,7.127,25,24.0
349.0,5.817,2.005,0.033,7.16,25,24.0
350.0,5.833,2.014,0.034,7.194,25,24.0
351.0,5.85,2.024,0.034,7.228,25,24.0
352.0,5.867,2.033,0.034,7.261,25,24.0
353.0,5.883,2.043,0.034,7.295,25,24.0
354.0,5.9,2.052,0.034,7.33,25,24.0
355.0,5.917,2.062,0.034,7.364,25,24.0
356.0,5.933,2.072,0.035,7.399,25,24.0
357.0,5.95,2.082,0.035,7.433,25,24.0
358.0,5.967,2.092,0.035,7.468,25,24.0
359.0,5.983,2.102,0.035,7.503,25,24.0
360.0,6.0,2.112,0.035,7.538,25,24.0
361.0,6.017,2.122,0.035,7.574,25,24.0
362.0,6.033,2.133,0.036,7.609,25,24.0
363.0,6.05,2.143,0.036,7.645,25,24.0
364.0,6.067,2.154,0.036,7.681,25,24.0
365.0,6.083,2.164,0.036,7.717,25,24.0
366.0,6.1,2.175,0.036,7.753,25,24.0
367.0,6.117,2.186,0.036,7.79,25,24.0
368.0,6.133,2.197,0.037,7.826,25,24.0
369.0,6.15,2.209,0.037,7.863,25,24.0
370.0,6.167,2.22,0.037,7.9,25,24.0
371.0,6.183,2.232,0.037,7.937,25,24.0
372.0,6.2,2.243,0.037,7.975,25,24.0
373.0,6.217,2.255,0.038,8.012,25,24.0
374.0,6.233,2.267,0.038,8.05,25,24.0
375.0,6.25,2.279,0.038,8.088,25,24.0
376.0,6.267,2.291,0.038,8.126,25,24.0
377.0,6.283,2.303,0.038,8.165,25,24.0
378.0,6.3,2.316,0.039,8.203,25,24.0
379.0,6.317,2.328,0.039,8.242,25,24.0
380.0,6.333,2.341,0.039,8.281,25,24.0
381.0,6.35,2.354,0.039,8.32,25,24.0
382.0,6.367,2.367,0.039,8.36,25,24.0
383.0,6.383,2.38,0.04,8.399,25,24.0
384.0,6.4,2.394,0.04,8.439,25,24.0
385.0,6.417,2.407,0.04,8.479,25,24.0
386.0,6.433,2.421,0.04,8.52,25,24.0
387.0,6.45,2.435,0.041,8.56,25,24.0
388.0,6.467,2.449,0.041,8.601,25,24.0
389.0,6.483,2.463,0.041,8.642,25,24.0
390.0,6.5,2.478,0.041,8.683,25,24.0
391.0,6.517,2.492,0.042,8.725,25,24.0
392.0,6.533,2.507,0.042,8.767,25,24.0
393.0,6.55,2.522,0.042,8.809,25,24.0
394.0,6.567,2.537,0.042,8.851,25,24.0
395.0,6.583,2.553,0.043,8.894,25,24.0
396.0,6.6,2.568,0.043,8.936,25,24.0
397.0,6.617,2.584,0.043,8.98,25,24.0
398.0,6.633,2.6,0.043,9.023,25,24.0
399.0,6.65,2.616,0.044,9.066,25,24.0
400.0,6.667,2.633,0.044,9.11,25,24.0
401.0,6.683,2.649,0.044,9.155,25,24.0
402.0,6.7,2.666,0.044,9.199,25,24.0
403.0,6.717,2.684,0.045,9.244,25,24.0
404.0,6.733,2.701,0.045,9.289,25,24.0
405.0,6.75,2.719,0.045,9.334,25,24.0
406.0,6.767,2.736,0.046,9.38,25,24.0
407.0,6.783,2.755,0.046,9.426,25,24.0
408.0,6.8,2.773,0.046,9.472,25,24.0
409.0,6.817,2.792,0.047,9.518,25,24.0
410.0,6.833,2.811,0.047,9.565,25,24.0
411.0,6.85,2.83,0.047,9.612,25,24.0
412.0,6.867,2.849,0.047,9.66,25,24.0
413.0,6.883,2.869,0.048,9.708,25,24.0
414.0,6.9,2.889,0.048,9.756,25,24.0
415.0,6.917,2.91,0.048,9.804,25,24.0
416.0,6.933,2.931,0.049,9.853,25,24.0
417.0,6.95,2.952,0.049,9.902,25,24.0
418.0,6.967,2.973,0.05,9.952,25,24.0
419.0,6.983,2.995,0.05,10.002,25,24.0
420.0,7.0,3.017,0.05,10.052,25,24.0
421.0,7.017,3.039,0.051,10.103,25,24.0
422.0,7.033,3.062,0.051,10.154,25,24.0
423.0,7.05,3.085,0.051,10.205,25,24.0
424.0,7.067,3.109,0.052,10.257,25,24.0
425.0,7.083,3.133,0.052,10.309,25,24.0
426.0,7.1,3.157,0.053,10.362,25,24.0
427.0,7.117,3.182,0.053,10.415,25,24.0
428.0,7.133,3.207,0.053,10.468,25,24.0
429.0,7.15,3.233,0.054,10.522,25,24.0
430.0,7.167,3.259,0.054,10.576,25,24.0
431.0,7.183,3.285,0.055,10.631,25,24.0
432.0,7.2,3.312,0.055,10.686,25,24.0
433.0,7.217,3.34,0.056,10.742,25,24.0
434.0,7.233,3.368,0.056,10.798,25,24.0
435.0,7.25,3.396,0.057,10.855,25,24.0
436.0,7.267,3.425,0.057,10.912,25,24.0
437.0,7.283,3.455,0.058,10.969,25,24.0
438.0,7.3,3.485,0.058,11.028,25,24.0
439.0,7.317,3.515,0.059,11.086,25,24.0
440.0,7.333,3.547,0.059,11.145,25,24.0
441.0,7.35,3.578,0.06,11.205,25,24.0
442.0,7.367,3.611,0.06,11.265,25,24.0
443.0,7.383,3.644,0.061,11.326,25,24.0
444.0,7.4,3.678,0.061,11.387,25,24.0
445.0,7.417,3.712,0.062,11.449,25,24.0
446.0,7.433,3.747,0.062,11.511,25,24.0
447.0,7.45,3.783,0.063,11.574,25,24.0
448.0,7.467,3.82,0.064,11.638,25,24.0
449.0,7.483,3.857,0.064,11.702,25,24.0
450.0,7.5,3.895,0.065,11.767,25,24.0
451.0,7.517,3.934,0.066,11.833,25,24.0
452.0,7.533,3.974,0.066,11.899,25,24.0
453.0,7.55,4.015,0.067,11.966,25,24.0
454.0,7.567,4.056,0.068,12.034,25,24.0
455.0,7.583,4.099,0.068,12.102,25,24.0
456.0,7.6,4.142,0.069,12.171,25,24.0
457.0,7.617,4.187,0.07,12.241,25,24.0
458.0,7.633,4.232,0.071,12.311,25,24.0
459.0,7.65,4.279,0.071,12.383,25,24.0
460.0,7.667,4.326,0.072,12.455,25,24.0
461.0,7.683,4.375,0.073,12.528,25,24.0
462.0,7.7,4.425,0.074,12.601,25,24.0
463.0,7.717,4.476,0.075,12.676,25,24.0
464.0,7.733,4.529,0.075,12.751,25,24.0
465.0,7.75,4.582,0.076,12.828,25,24.0
466.0,7.767,4.638,0.077,12.905,25,24.0
467.0,7.783,4.694,0.078,12.983,25,24.0
468.0,7.8,4.752,0.079,13.063,25,24.0
469.0,7.817,4.812,0.08,13.143,25,24.0
470.0,7.833,4.873,0.081,13.224,25,24.0
471.0,7.85,4.936,0.082,13.306,25,24.0
472.0,7.867,5.001,0.083,13.39,25,24.0
473.0,7.883,5.067,0.084,13.474,25,24.0
474.0,7.9,5.135,0.086,13.56,25,24.0
475.0,7.917,5.206,0.087,13.646,25,24.0
476.0,7.933,5.278,0.088,13.734,25,24.0
477.0,7.95,5.352,0.089,13.824,25,24.0
478.0,7.967,5.429,0.09,13.914,25,24.0
479.0,7.983,5.508,0.092,14.006,25,24.0
480.0,8.0,5.59,0.093,14.099,25,24.0
481.0,8.017,5.674,0.095,14.194,25,24.0
482.0,8.033,5.76,0.096,14.29,25,24.0
483.0,8.05,5.85,0.098,14.387,25,24.0
484.0,8.067,5.943,0.099,14.486,25,24.0
485.0,8.083,6.038,0.101,14.587,25,24.0
486.0,8.1,6.137,0.102,14.689,25,24.0
487.0,8.117,6.239,0.104,14.793,25,24.0
488.0,8.133,6.345,0.106,14.899,25,24.0
489.0,8.15,6.455,0.108,15.006,25,24.0
490.0,8.167,6.569,0.109,15.116,25,24.0
491.0,8.183,6.687,0.111,15.227,25,24.0
492.0,8.2,6.809,0.113,15.341,25,24.0
493.0,8.217,6.937,0.116,15.456,25,24.0
494.0,8.233,7.069,0.118,15.574,25,24.0
495.0,8.25,7.206,0.12,15.694,25,24.0
496.0,8.267,7.349,0.122,15.817,25,24.0
497.0,8.283,7.498,0.125,15.942,25,24.0
498.0,8.3,7.654,0.128,16.069,25,24.0
499.0,8.317,7.816,0.13,16.2,25,24.0
500.0,8.333,7.985,0.133,16.333,25,24.0
501.0,8.35,8.162,0.136,16.469,25,24.0
502.0,8.367,8.348,0.139,16.608,25,24.0
503.0,8.383,8.542,0.142,16.75,25,24.0
504.0,8.4,8.745,0.146,16.896,25,24.0
505.0,8.417,8.958,0.149,17.045,25,24.0
506.0,8.433,9.183,0.153,17.198,25,24.0
507.0,8.45,9.418,0.157,17.355,25,24.0
508.0,8.467,9.667,0.161,17.516,25,24.0
509.0,8.483,9.929,0.165,17.682,25,24.0
510.0,8.5,10.206,0.17,17.852,25,24.0
511.0,8.517,10.498,0.175,18.027,25,24.0
512.0,8.533,10.808,0.18,18.207,25,24.0
513.0,8.55,11.137,0.186,18.393,25,24.0
514.0,8.567,11.486,0.191,18.584,25,24.0
515.0,8.583,11.857,0.198,18.782,25,24.0
516.0,8.6,12.253,0.204,18.986,25,24.0
517.0,8.617,12.677,0.211,19.197,25,24.0
518.0,8.633,13.13,0.219,19.416,25,24.0
519.0,8.65,13.616,0.227,19.643,25,24.0
520.0,8.667,14.138,0.236,19.879,25,24.0
521.0,8.683,14.701,0.245,20.124,25,24.0
522.0,8.7,15.31,0.255,20.379,25,24.0
523.0,8.717,15.969,0.266,20.645,25,24.0
524.0,8.733,16.686,0.278,20.923,25,24.0
525.0,8.75,17.467,0.291,21.214,25,24.0
526.0,8.767,18.322,0.305,21.52,25,24.0
527.0,8.783,19.261,0.321,21.841,25,24.0
528.0,8.8,20.295,0.338,22.179,25,24.0
529.0,8.817,21.441,0.357,22.536,25,24.0
530.0,8.833,22.715,0.379,22.915,25,24.0
531.0,8.85,24.139,0.402,23.317,25,24.0
532.0,8.867,25.741,0.429,23.746,25,24.0
533.0,8.883,27.552,0.459,24.205,25,24.0
