time_min,time_hr,intensity_mm_hr,incremental_depth_mm,cumulative_depth_mm,return_period_yr,total_duration_hr
162.0,2.7,34.363,0.573,77.976,100,6.0
163.0,2.717,33.04,0.551,78.526,100,6.0
164.0,2.733,31.81,0.53,79.056,100,6.0
165.0,2.75,30.663,0.511,79.567,100,6.0
166.0,2.767,29.591,0.493,80.061,100,6.0
167.0,2.783,28.588,0.476,80.537,100,6.0
168.0,2.8,27.647,0.461,80.998,100,6.0
169.0,2.817,26.764,0.446,81.444,100,6.0
170.0,2.833,25.932,0.432,81.876,100,6.0
171.0,2.85,25.149,0.419,82.295,100,6.0
172.0,2.867,24.409,0.407,82.702,100,6.0
173.0,2.883,23.71,0.395,83.097,100,6.0
174.0,2.9,23.049,0.384,83.481,100,6.0
175.0,2.917,22.422,0.374,83.855,100,6.0
176.0,2.933,21.827,0.364,84.219,100,6.0
177.0,2.95,21.262,0.354,84.573,100,6.0
178.0,2.967,20.725,0.345,84.919,100,6.0
179.0,2.983,20.214,0.337,85.256,100,6.0
180.0,3.0,19.726,0.329,85.584,100,6.0
181.0,3.017,19.261,0.321,85.905,100,6.0
182.0,3.033,18.817,0.314,86.219,100,6.0
183.0,3.05,18.392,0.307,86.526,100,6.0
184.0,3.067,17.986,0.3,86.825,100,6.0
185.0,3.083,17.597,0.293,87.119,100,6.0
186.0,3.1,17.224,0.287,87.406,100,6.0
187.0,3.117,16.867,0.281,87.687,100,6.0
188.0,3.133,16.523,0.275,87.962,100,6.0
189.0,3.15,16.194,0.27,88.232,100,6.0
190.0,3.167,15.877,0.265,88.497,100,6.0
191.0,3.183,15.572,0.26,88.756,100,6.0
192.0,3.2,15.279,0.255,89.011,100,6.0
193.0,3.217,14.996,0.25,89.261,100,6.0
194.0,3.233,14.724,0.245,89.506,100,6.0
195.0,3.25,14.461,0.241,89.747,100,6.0
196.0,3.267,14.208,0.237,89.984,100,6.0
197.0,3.283,13.963,0.233,90.217,100,6.0
198.0,3.3,13.726,0.229,90.445,100,6.0
199.0,3.317,13.498,0.225,90.67,100,6.0
200.0,3.333,13.277,0.221,90.892,100,6.0
201.0,3.35,13.063,0.218,91.109,100,6.0
202.0,3.367,12.856,0.214,91.324,100,6.0
203.0,3.383,12.655,0.211,91.535,100,6.0
204.0,3.4,12.461,0.208,91.742,100,6.0
205.0,3.417,12.273,0.205,91.947,100,6.0
206.0,3.433,12.09,0.202,92.148,100,6.0
207.0,3.45,11.913,0.199,92.347,100,6.0
208.0,3.467,11.741,0.196,92.543,100,6.0
209.0,3.483,11.574,0.193,92.735,100,6.0
210.0,3.5,11.411,0.19,92.926,100,6.0
211.0,3.517,11.254,0.188,93.113,100,6.0
212.0,3.533,11.1,0.185,93.298,100,6.0
213.0,3.55,10.951,0.183,93.481,100,6.0
214.0,3.567,10.806,0.18,93.661,100,6.0
215.0,3.583,10.665,0.178,93.839,100,6.0
216.0,3.6,10.527,0.175,94.014,100,6.0
217.0,3.617,10.393,0.173,94.187,100,6.0
218.0,3.633,10.262,0.171,94.358,100,6.0
219.0,3.65,10.135,0.169,94.527,100,6.0
220.0,3.667,10.011,0.167,94.694,100,6.0
221.0,3.683,9.89,0.165,94.859,100,6.0
222.0,3.7,9.772,0.163,95.022,100,6.0
223.0,3.717,9.657,0.161,95.183,100,6.0
224.0,3.733,9.545,0.159,95.342,100,6.0
225.0,3.75,9.435,0.157,95.499,100,6.0
226.0,3.767,9.328,0.155,95.655,100,6.0
227.0,3.783,9.223,0.154,95.808,100,6.0
228.0,3.8,9.121,0.152,95.96,100,6.0
229.0,3.817,9.021,0.15,96.111,100,6.0
230.0,3.833,8.924,0.149,96.259,100,6.0
231.0,3.85,8.828,0.147,96.407,100,6.0
232.0,3.867,8.735,0.146,96.552,100,6.0
233.0,3.883,8.643,0.144,96.696,100,6.0
234.0,3.9,8.554,0.143,96.839,100,6.0
235.0,3.917,8.466,0.141,96.98,100,6.0
236.0,3.933,8.381,0.14,97.119,100,6.0
237.0,3.95,8.297,0.138,97.258,100,6.0
238.0,3.967,8.215,0.137,97.395,100,6.0
239.0,3.983,8.134,0.136,97.53,100,6.0
240.0,4.0,8.055,0.134,97.664,100,6.0
241.0,4.017,7.978,0.133,97.797,100,6.0
242.0,4.033,7.902,0.132,97.929,100,6.0
243.0,4.05,7.828,0.13,98.06,100,6.0
244.0,4.067,7.755,0.129,98.189,100,6.0
245.0,4.083,7.684,0.128,98.317,100,6.0
246.0,4.1,7.614,0.127,98.444,100,6.0
247.0,4.117,7.545,0.126,98.57,100,6.0
248.0,4.133,7.477,0.125,98.694,100,6.0
249.0,4.15,7.411,0.124,98.818,100,6.0
250.0,4.167,7.346,0.122,98.94,100,6.0
251.0,4.183,7.282,0.121,99.062,100,6.0
252.0,4.2,7.22,0.12,99.182,100,6.0
253.0,4.217,7.158,0.119,99.301,100,6.0
254.0,4.233,7.098,0.118,99.419,100,6.0
255.0,4.25,7.038,0.117,99.537,100,6.0
256.0,4.267,6.98,0.116,99.653,100,6.0
257.0,4.283,6.923,0.115,99.768,100,6.0
258.0,4.3,6.866,0.114,99.883,100,6.0
259.0,4.317,6.811,0.114,99.996,100,6.0
260.0,4.333,6.756,0.113,100.109,100,6.0
261.0,4.35,6.703,0.112,100.221,100,6.0
262.0,4.367,6.65,0.111,100.332,100,6.0
263.0,4.383,6.598,0.11,100.442,100,6.0
264.0,4.4,6.547,0.109,100.551,100,6.0
265.0,4.417,6.497,0.108,100.659,100,6.0
266.0,4.433,6.448,0.107,100.766,100,6.0
267.0,4.45,6.399,0.107,100.873,100,6.0
268.0,4.467,6.352,0.106,100.979,100,6.0
269.0,4.483,6.305,0.105,101.084,100,6.0
270.0,4.5,6.258,0.104,101.188,100,6.0
271.0,4.517,6.213,0.104,101.292,100,6.0
272.0,4.533,6.168,0.103,101.395,100,6.0
273.0,4.55,6.124,0.102,101.497,100,6.0
274.0,4.567,6.08,0.101,101.598,100,6.0
275.0,4.583,6.037,0.101,101.699,100,6.0
276.0,4.6,5.995,0.1,101.799,100,6.0
277.0,4.617,5.953,0.099,101.898,100,6.0
278.0,4.633,5.912,0.099,101.996,100,6.0
279.0,4.65,5.872,0.098,102.094,100,6.0
280.0,4.667,5.832,0.097,102.191,100,6.0
281.0,4.683,5.793,0.097,102.288,100,6.0
282.0,4.7,5.754,0.096,102.384,100,6.0
283.0,4.717,5.716,0.095,102.479,100,6.0
284.0,4.733,5.678,0.095,102.574,100,6.0
285.0,4.75,5.641,0.094,102.668,100,6.0
286.0,4.767,5.605,0.093,102.761,100,6.0
287.0,4.783,5.569,0.093,102.854,100,6.0
288.0,4.8,5.533,0.092,102.946,100,6.0
289.0,4.817,5.498,0.092,103.038,100,6.0
290.0,4.833,5.463,0.091,103.129,100,6.0
291.0,4.85,5.429,0.09,103.219,100,6.0
292.0,4.867,5.395,0.09,103.309,100,6.0
293.0,4.883,5.362,0.089,103.399,100,6.0
294.0,4.9,5.329,0.089,103.488,100,6.0
295.0,4.917,5.297,0.088,103.576,100,6.0
296.0,4.933,5.265,0.088,103.664,100,6.0
297.0,4.95,5.233,0.087,103.751,100,6.0
298.0,4.967,5.202,0.087,103.837,100,6.0
299.0,4.983,5.171,0.086,103.924,100,6.0
300.0,5.0,5.141,0.086,104.009,100,6.0
301.0,5.017,5.111,0.085,104.095,100,6.0
302.0,5.033,5.081,0.085,104.179,100,6.0
303.0,5.05,5.052,0.084,104.263,100,6.0
304.0,5.067,5.023,0.084,104.347,100,6.0
305.0,5.083,4.994,0.083,104.43,100,6.0
306.0,5.1,4.966,0.083,104.513,100,6.0
307.0,5.117,4.938,0.082,104.595,100,6.0
308.0,5.133,4.911,0.082,104.677,100,6.0
309.0,5.15,4.883,0.081,104.759,100,6.0
310.0,5.167,4.856,0.081,104.84,100,6.0
311.0,5.183,4.83,0.08,104.92,100,6.0
312.0,5.2,4.804,0.08,105.0,100,6.0
313.0,5.217,4.778,0.08,105.08,100,6.0
314.0,5.233,4.752,0.079,105.159,100,6.0
315.0,5.25,4.727,0.079,105.238,100,6.0
316.0,5.267,4.701,0.078,105.316,100,6.0
317.0,5.283,4.677,0.078,105.394,100,6.0
318.0,5.3,4.652,0.078,105.472,100,6.0
319.0,5.317,4.628,0.077,105.549,100,6.0
320.0,5.333,4.604,0.077,105.625,100,6.0
321.0,5.35,4.58,0.076,105.702,100,6.0
322.0,5.367,4.557,0.076,105.778,100,6.0
323.0,5.383,4.534,0.076,105.853,100,6.0
324.0,5.4,4.511,0.075,105.928,100,6.0
325.0,5.417,4.488,0.075,106.003,100,6.0
326.0,5.433,4.465,0.074,106.078,100,6.0
327.0,5.45,4.443,0.074,106.152,100,6.0
328.0,5.467,4.421,0.074,106.225,100,6.0
329.0,5.483,4.399,0.073,106.299,100,6.0
330.0,5.5,4.378,0.073,106.372,100,6.0
331.0,5.517,4.357,0.073,106.444,100,6.0
332.0,5.533,4.336,0.072,106.517,100,6.0
333.0,5.55,4.315,0.072,106.589,100,6.0
334.0,5.567,4.294,0.072,106.66,100,6.0
335.0,5.583,4.274,0.071,106.731,100,6.0
336.0,5.6,4.253,0.071,106.802,100,6.0
337.0,5.617,4.233,0.071,106.873,100,6.0
338.0,5.633,4.214,0.07,106.943,100,6.0
339.0,5.65,4.194,0.07,107.013,100,6.0
340.0,5.667,4.175,0.07,107.082,100,6.0
341.0,5.683,4.155,0.069,107.152,100,6.0
342.0,5.7,4.136,0.069,107.221,100,6.0
343.0,5.717,4.118,0.069,107.289,100,6.0
344.0,5.733,4.099,0.068,107.358,100,6.0
345.0,5.75,4.08,0.068,107.426,100,6.0
346.0,5.767,4.062,0.068,107.493,100,6.0
347.0,5.783,4.044,0.067,107.561,100,6.0
348.0,5.8,4.026,0.067,107.628,100,6.0
349.0,5.817,4.008,0.067,107.695,100,6.0
350.0,5.833,3.991,0.067,107.761,100,6.0
351.0,5.85,3.973,0.066,107.827,100,6.0
352.0,5.867,3.956,0.066,107.893,100,6.0
353.0,5.883,3.939,0.066,107.959,100,6.0
354.0,5.9,3.922,0.065,108.024,100,6.0
355.0,5.917,3.905,0.065,108.089,100,6.0
356.0,5.933,3.888,0.065,108.154,100,6.0
357.0,5.95,3.872,0.065,108.219,100,6.0
358.0,5.967,3.856,0.064,108.283,100,6.0
359.0,5.983,3.839,0.064,108.347,100,6.0
360.0,6.0,3.823,0.064,108.411,100,6.0
