timestamp,year,month,day,hour,is_monsoon,precipitation_mm_hr,temperature_c,relative_humidity_pct,antecedent_rain_24h_mm,antecedent_rain_72h_mm
2010-01-02 12:00:00,2010,1,2,12,0,0.0,23.5,54.5,0.0,0.0
2010-01-02 13:00:00,2010,1,2,13,0,0.0,24.1,63.8,0.0,0.0
2010-01-02 14:00:00,2010,1,2,14,0,0.0,24.6,61.0,0.0,0.0
2010-01-02 15:00:00,2010,1,2,15,0,0.0,24.9,63.0,0.0,0.0
2010-01-02 16:00:00,2010,1,2,16,0,0.0,25.0,49.3,0.0,0.0
2010-01-02 17:00:00,2010,1,2,17,0,0.0,24.9,51.5,0.0,0.0
2010-01-02 18:00:00,2010,1,2,18,0,0.0,24.6,49.6,0.0,0.0
2010-01-02 19:00:00,2010,1,2,19,0,0.0,24.1,55.5,0.0,0.0
2010-01-02 20:00:00,2010,1,2,20,0,0.0,23.5,54.2,0.0,0.0
2010-01-02 21:00:00,2010,1,2,21,0,0.0,22.8,47.5,0.0,0.0
2010-01-02 22:00:00,2010,1,2,22,0,0.0,22.0,47.7,0.0,0.0
2010-01-02 23:00:00,2010,1,2,23,0,0.0,21.2,54.8,0.0,0.0
2010-01-03 00:00:00,2010,1,3,0,0,0.0,20.5,61.7,0.0,0.0
2010-01-03 01:00:00,2010,1,3,1,0,0.0,19.9,52.4,0.0,0.0
2010-01-03 02:00:00,2010,1,3,2,0,0.0,19.4,62.7,0.0,0.0
2010-01-03 03:00:00,2010,1,3,3,0,0.0,19.1,46.5,0.0,0.0
2010-01-03 04:00:00,2010,1,3,4,0,0.0,19.0,54.1,0.0,0.0
2010-01-03 05:00:00,2010,1,3,5,0,0.0,19.1,50.8,0.0,0.0
2010-01-03 06:00:00,2010,1,3,6,0,0.0,19.4,63.6,0.0,0.0
2010-01-03 07:00:00,2010,1,3,7,0,0.0,19.9,60.9,0.0,0.0
2010-01-03 08:00:00,2010,1,3,8,0,0.0,20.5,60.9,0.0,0.0
2010-01-03 09:00:00,2010,1,3,9,0,0.0,21.2,50.1,0.0,0.0
2010-01-03 10:00:00,2010,1,3,10,0,0.0,22.0,52.5,0.0,0.0
2010-01-03 11:00:00,2010,1,3,11,0,0.0,22.8,58.7,0.0,0.0
2010-01-03 12:00:00,2010,1,3,12,0,0.0,23.5,58.9,0.0,0.0
2010-01-03 13:00:00,2010,1,3,13,0,0.0,24.1,59.9,0.0,0.0
2010-01-03 14:00:00,2010,1,3,14,0,0.0,24.6,49.0,0.0,0.0
2010-01-03 15:00:00,2010,1,3,15,0,0.0,24.9,64.8,0.0,0.0
2010-01-03 16:00:00,2010,1,3,16,0,0.0,25.0,63.1,0.0,0.0
2010-01-03 17:00:00,2010,1,3,17,0,0.0,24.9,62.3,0.0,0.0
2010-01-03 18:00:00,2010,1,3,18,0,0.0,24.6,60.9,0.0,0.0
2010-01-03 19:00:00,2010,1,3,19,0,0.0,24.1,54.3,0.0,0.0
2010-01-03 20:00:00,2010,1,3,20,0,0.0,23.5,64.7,0.0,0.0
2010-01-03 21:00:00,2010,1,3,21,0,0.0,22.8,46.0,0.0,0.0
2010-01-03 22:00:00,2010,1,3,22,0,0.0,22.0,56.4,0.0,0.0
2010-01-03 23:00:00,2010,1,3,23,0,0.0,21.2,46.0,0.0,0.0
2010-01-04 00:00:00,2010,1,4,0,0,0.0,20.5,46.4,0.0,0.0
2010-01-04 01:00:00,2010,1,4,1,0,0.0,19.9,55.0,0.0,0.0
2010-01-04 02:00:00,2010,1,4,2,0,0.0,19.4,60.4,0.0,0.0
2010-01-04 03:00:00,2010,1,4,3,0,0.0,19.1,63.7,0.0,0.0
2010-01-04 04:00:00,2010,1,4,4,0,0.0,19.0,56.0,0.0,0.0
2010-01-04 05:00:00,2010,1,4,5,0,0.0,19.1,49.5,0.0,0.0
2010-01-04 06:00:00,2010,1,4,6,0,0.0,19.4,54.7,0.0,0.0
2010-01-04 07:00:00,2010,1,4,7,0,0.0,19.9,49.6,0.0,0.0
2010-01-04 08:00:00,2010,1,4,8,0,0.0,20.5,53.5,0.0,0.0
2010-01-04 09:00:00,2010,1,4,9,0,0.0,21.2,50.7,0.0,0.0
2010-01-04 10:00:00,2010,1,4,10,0,0.0,22.0,47.6,0.0,0.0
2010-01-04 11:00:00,2010,1,4,11,0,0.0,22.8,45.6,0.0,0.0
2010-01-04 12:00:00,2010,1,4,12,0,0.0,23.5,61.3,0.0,0.0
2010-01-04 13:00:00,2010,1,4,13,0,0.0,24.1,63.8,0.0,0.0
2010-01-04 14:00:00,2010,1,4,14,0,0.0,24.6,63.3,0.0,0.0
2010-01-04 15:00:00,2010,1,4,15,0,0.0,24.9,51.9,0.0,0.0
2010-01-04 16:00:00,2010,1,4,16,0,0.0,25.0,51.6,0.0,0.0
2010-01-04 17:00:00,2010,1,4,17,0,0.0,24.9,58.4,0.0,0.0
2010-01-04 18:00:00,2010,1,4,18,0,0.0,24.6,53.5,0.0,0.0
2010-01-04 19:00:00,2010,1,4,19,0,0.0,24.1,64.2,0.0,0.0
2010-01-04 20:00:00,2010,1,4,20,0,0.0,23.5,45.4,0.0,0.0
2010-01-04 21:00:00,2010,1,4,21,0,0.0,22.8,47.8,0.0,0.0
2010-01-04 22:00:00,2010,1,4,22,0,0.0,22.0,49.7,0.0,0.0
2010-01-04 23:00:00,2010,1,4,23,0,0.0,21.2,48.9,0.0,0.0
2010-01-05 00:00:00,2010,1,5,0,0,0.0,20.5,51.8,0.0,0.0
2010-01-05 01:00:00,2010,1,5,1,0,0.0,19.9,61.4,0.0,0.0
2010-01-05 02:00:00,2010,1,5,2,0,0.0,19.4,55.4,0.0,0.0
2010-01-05 03:00:00,2010,1,5,3,0,0.0,19.1,53.7,0.0,0.0
2010-01-05 04:00:00,2010,1,5,4,0,0.0,19.0,62.7,0.0,0.0
2010-01-05 05:00:00,2010,1,5,5,0,0.0,19.1,54.9,0.0,0.0
2010-01-05 06:00:00,2010,1,5,6,0,0.0,19.4,56.4,0.0,0.0
2010-01-05 07:00:00,2010,1,5,7,0,0.0,19.9,52.8,0.0,0.0
2010-01-05 08:00:00,2010,1,5,8,0,0.0,20.5,46.4,0.0,0.0
2010-01-05 09:00:00,2010,1,5,9,0,0.0,21.2,53.5,0.0,0.0
2010-01-05 10:00:00,2010,1,5,10,0,0.0,22.0,55.7,0.0,0.0
2010-01-05 11:00:00,2010,1,5,11,0,0.0,22.8,49.8,0.0,0.0
2010-01-05 12:00:00,2010,1,5,12,0,0.0,23.5,49.8,0.0,0.0
2010-01-05 13:00:00,2010,1,5,13,0,0.0,24.1,53.3,0.0,0.0
2010-01-05 14:00:00,2010,1,5,14,0,0.0,24.6,64.0,0.0,0.0
2010-01-05 15:00:00,2010,1,5,15,0,0.0,24.9,58.1,0.0,0.0
2010-01-05 16:00:00,2010,1,5,16,0,0.0,25.0,62.3,0.0,0.0
2010-01-05 17:00:00,2010,1,5,17,0,0.0,24.9,51.5,0.0,0.0
2010-01-05 18:00:00,2010,1,5,18,0,0.0,24.6,50.9,0.0,0.0
2010-01-05 19:00:00,2010,1,5,19,0,0.0,24.1,47.3,0.0,0.0
2010-01-05 20:00:00,2010,1,5,20,0,0.0,23.5,51.7,0.0,0.0
2010-01-05 21:00:00,2010,1,5,21,0,0.0,22.8,54.8,0.0,0.0
2010-01-05 22:00:00,2010,1,5,22,0,0.0,22.0,58.0,0.0,0.0
2010-01-05 23:00:00,2010,1,5,23,0,0.0,21.2,62.6,0.0,0.0
2010-01-06 00:00:00,2010,1,6,0,0,0.0,20.5,48.1,0.0,0.0
2010-01-06 01:00:00,2010,1,6,1,0,0.0,19.9,45.6,0.0,0.0
2010-01-06 02:00:00,2010,1,6,2,0,0.0,19.4,49.8,0.0,0.0
2010-01-06 03:00:00,2010,1,6,3,0,0.0,19.1,57.0,0.0,0.0
2010-01-06 04:00:00,2010,1,6,4,0,0.0,19.0,47.9,0.0,0.0
2010-01-06 05:00:00,2010,1,6,5,0,0.0,19.1,50.4,0.0,0.0
2010-01-06 06:00:00,2010,1,6,6,0,0.0,19.4,49.7,0.0,0.0
2010-01-06 07:00:00,2010,1,6,7,0,0.0,19.9,49.7,0.0,0.0
2010-01-06 08:00:00,2010,1,6,8,0,0.0,20.5,46.0,0.0,0.0
2010-01-06 09:00:00,2010,1,6,9,0,0.0,21.2,51.0,0.0,0.0
2010-01-06 10:00:00,2010,1,6,10,0,0.0,22.0,63.3,0.0,0.0
2010-01-06 11:00:00,2010,1,6,11,0,0.0,22.8,45.5,0.0,0.0
2010-01-06 12:00:00,2010,1,6,12,0,0.0,23.5,60.2,0.0,0.0
2010-01-06 13:00:00,2010,1,6,13,0,0.0,24.1,60.7,0.0,0.0
2010-01-06 14:00:00,2010,1,6,14,0,0.0,24.6,49.3,0.0,0.0
2010-01-06 15:00:00,2010,1,6,15,0,0.0,24.9,53.6,0.0,0.0
2010-01-06 16:00:00,2010,1,6,16,0,0.0,25.0,52.2,0.0,0.0
2010-01-06 17:00:00,2010,1,6,17,0,0.0,24.9,63.8,0.0,0.0
2010-01-06 18:00:00,2010,1,6,18,0,0.0,24.6,49.3,0.0,0.0
2010-01-06 19:00:00,2010,1,6,19,0,0.0,24.1,58.7,0.0,0.0
2010-01-06 20:00:00,2010,1,6,20,0,0.0,23.5,52.1,0.0,0.0
2010-01-06 21:00:00,2010,1,6,21,0,0.0,22.8,64.6,0.0,0.0
2010-01-06 22:00:00,2010,1,6,22,0,0.0,22.0,63.5,0.0,0.0
2010-01-06 23:00:00,2010,1,6,23,0,0.0,21.2,63.3,0.0,0.0
2010-01-07 00:00:00,2010,1,7,0,0,0.0,20.5,59.4,0.0,0.0
2010-01-07 01:00:00,2010,1,7,1,0,0.0,19.9,54.4,0.0,0.0
2010-01-07 02:00:00,2010,1,7,2,0,0.0,19.4,53.3,0.0,0.0
2010-01-07 03:00:00,2010,1,7,3,0,0.0,19.1,63.1,0.0,0.0
2010-01-07 04:00:00,2010,1,7,4,0,0.0,19.0,53.9,0.0,0.0
2010-01-07 05:00:00,2010,1,7,5,0,0.0,19.1,55.5,0.0,0.0
2010-01-07 06:00:00,2010,1,7,6,0,0.0,19.4,61.7,0.0,0.0
2010-01-07 07:00:00,2010,1,7,7,0,0.0,19.9,62.8,0.0,0.0
2010-01-07 08:00:00,2010,1,7,8,0,0.0,20.5,59.6,0.0,0.0
2010-01-07 09:00:00,2010,1,7,9,0,0.0,21.2,55.0,0.0,0.0
2010-01-07 10:00:00,2010,1,7,10,0,0.0,22.0,50.3,0.0,0.0
2010-01-07 11:00:00,2010,1,7,11,0,0.0,22.8,53.3,0.0,0.0
2010-01-07 12:00:00,2010,1,7,12,0,0.0,23.5,55.3,0.0,0.0
2010-01-07 13:00:00,2010,1,7,13,0,0.0,24.1,58.5,0.0,0.0
2010-01-07 14:00:00,2010,1,7,14,0,0.0,24.6,64.6,0.0,0.0
2010-01-07 15:00:00,2010,1,7,15,0,0.0,24.9,64.8,0.0,0.0
2010-01-07 16:00:00,2010,1,7,16,0,0.0,25.0,59.4,0.0,0.0
2010-01-07 17:00:00,2010,1,7,17,0,0.0,24.9,56.9,0.0,0.0
2010-01-07 18:00:00,2010,1,7,18,0,0.0,24.6,52.3,0.0,0.0
2010-01-07 19:00:00,2010,1,7,19,0,0.0,24.1,54.1,0.0,0.0
2010-01-07 20:00:00,2010,1,7,20,0,0.0,23.5,50.4,0.0,0.0
2010-01-07 21:00:00,2010,1,7,21,0,0.0,22.8,61.3,0.0,0.0
2010-01-07 22:00:00,2010,1,7,22,0,0.0,22.0,55.9,0.0,0.0
2010-01-07 23:00:00,2010,1,7,23,0,0.0,21.2,63.9,0.0,0.0
2010-01-08 00:00:00,2010,1,8,0,0,0.0,20.5,48.0,0.0,0.0
2010-01-08 01:00:00,2010,1,8,1,0,0.0,19.9,48.6,0.0,0.0
2010-01-08 02:00:00,2010,1,8,2,0,0.0,19.4,56.9,0.0,0.0
2010-01-08 03:00:00,2010,1,8,3,0,0.0,19.1,46.9,0.0,0.0
2010-01-08 04:00:00,2010,1,8,4,0,0.0,19.0,63.8,0.0,0.0
2010-01-08 05:00:00,2010,1,8,5,0,0.0,19.1,52.7,0.0,0.0
2010-01-08 06:00:00,2010,1,8,6,0,0.0,19.4,54.9,0.0,0.0
2010-01-08 07:00:00,2010,1,8,7,0,0.0,19.9,59.3,0.0,0.0
2010-01-08 08:00:00,2010,1,8,8,0,0.0,20.5,61.5,0.0,0.0
2010-01-08 09:00:00,2010,1,8,9,0,0.0,21.2,53.2,0.0,0.0
2010-01-08 10:00:00,2010,1,8,10,0,0.0,22.0,61.2,0.0,0.0
2010-01-08 11:00:00,2010,1,8,11,0,0.0,22.8,62.8,0.0,0.0
2010-01-08 12:00:00,2010,1,8,12,0,0.0,23.5,56.4,0.0,0.0
2010-01-08 13:00:00,2010,1,8,13,0,0.0,24.1,47.9,0.0,0.0
2010-01-08 14:00:00,2010,1,8,14,0,0.0,24.6,49.9,0.0,0.0
2010-01-08 15:00:00,2010,1,8,15,0,0.0,24.9,47.3,0.0,0.0
2010-01-08 16:00:00,2010,1,8,16,0,0.0,25.0,60.3,0.0,0.0
2010-01-08 17:00:00,2010,1,8,17,0,0.0,24.9,49.1,0.0,0.0
2010-01-08 18:00:00,2010,1,8,18,0,0.0,24.6,57.6,0.0,0.0
2010-01-08 19:00:00,2010,1,8,19,0,0.0,24.1,50.0,0.0,0.0
2010-01-08 20:00:00,2010,1,8,20,0,0.0,23.5,63.6,0.0,0.0
2010-01-08 21:00:00,2010,1,8,21,0,0.0,22.8,55.9,0.0,0.0
2010-01-08 22:00:00,2010,1,8,22,0,0.0,22.0,45.2,0.0,0.0
2010-01-08 23:00:00,2010,1,8,23,0,0.0,21.2,50.9,0.0,0.0
2010-01-09 00:00:00,2010,1,9,0,0,0.0,20.5,61.5,0.0,0.0
2010-01-09 01:00:00,2010,1,9,1,0,0.0,19.9,49.5,0.0,0.0
2010-01-09 02:00:00,2010,1,9,2,0,0.0,19.4,52.0,0.0,0.0
2010-01-09 03:00:00,2010,1,9,3,0,0.0,19.1,46.3,0.0,0.0
2010-01-09 04:00:00,2010,1,9,4,0,0.0,19.0,51.5,0.0,0.0
2010-01-09 05:00:00,2010,1,9,5,0,0.0,19.1,49.8,0.0,0.0
2010-01-09 06:00:00,2010,1,9,6,0,0.0,19.4,46.7,0.0,0.0
2010-01-09 07:00:00,2010,1,9,7,0,0.0,19.9,55.6,0.0,0.0
2010-01-09 08:00:00,2010,1,9,8,0,0.0,20.5,52.7,0.0,0.0
2010-01-09 09:00:00,2010,1,9,9,0,0.0,21.2,64.0,0.0,0.0
2010-01-09 10:00:00,2010,1,9,10,0,0.0,22.0,57.8,0.0,0.0
2010-01-09 11:00:00,2010,1,9,11,0,0.0,22.8,52.4,0.0,0.0
2010-01-09 12:00:00,2010,1,9,12,0,0.0,23.5,52.8,0.0,0.0
2010-01-09 13:00:00,2010,1,9,13,0,0.0,24.1,56.5,0.0,0.0
2010-01-09 14:00:00,2010,1,9,14,0,0.0,24.6,60.7,0.0,0.0
2010-01-09 15:00:00,2010,1,9,15,0,0.0,24.9,48.9,0.0,0.0
2010-01-09 16:00:00,2010,1,9,16,0,7.04,25.0,53.4,7.04,7.04
2010-01-09 17:00:00,2010,1,9,17,0,0.0,24.9,63.4,7.04,7.04
2010-01-09 18:00:00,2010,1,9,18,0,0.0,24.6,64.3,7.04,7.04
2010-01-09 19:00:00,2010,1,9,19,0,0.0,24.1,61.8,7.04,7.04
2010-01-09 20:00:00,2010,1,9,20,0,0.0,23.5,46.7,7.04,7.04
2010-01-09 21:00:00,2010,1,9,21,0,0.0,22.8,55.5,7.04,7.04
2010-01-09 22:00:00,2010,1,9,22,0,0.0,22.0,49.6,7.04,7.04
2010-01-09 23:00:00,2010,1,9,23,0,0.0,21.2,61.1,7.04,7.04
2010-01-10 00:00:00,2010,1,10,0,0,0.0,20.5,64.0,7.04,7.04
2010-01-10 01:00:00,2010,1,10,1,0,0.0,19.9,59.0,7.04,7.04
2010-01-10 02:00:00,2010,1,10,2,0,0.0,19.4,58.4,7.04,7.04
2010-01-10 03:00:00,2010,1,10,3,0,0.0,19.1,63.5,7.04,7.04
2010-01-10 04:00:00,2010,1,10,4,0,0.0,19.0,55.7,7.04,7.04
2010-01-10 05:00:00,2010,1,10,5,0,0.0,19.1,47.8,7.04,7.04
2010-01-10 06:00:00,2010,1,10,6,0,0.0,19.4,60.1,7.04,7.04
2010-01-10 07:00:00,2010,1,10,7,0,0.0,19.9,48.8,7.04,7.04
2010-01-10 08:00:00,2010,1,10,8,0,0.0,20.5,53.7,7.04,7.04
2010-01-10 09:00:00,2010,1,10,9,0,0.0,21.2,62.5,7.04,7.04
2010-01-10 10:00:00,2010,1,10,10,0,0.0,22.0,60.5,7.04,7.04
2010-01-10 11:00:00,2010,1,10,11,0,0.0,22.8,49.7,7.04,7.04
2010-01-10 12:00:00,2010,1,10,12,0,0.0,23.5,58.7,7.04,7.04
2010-01-10 13:00:00,2010,1,10,13,0,0.0,24.1,50.9,7.04,7.04
2010-01-10 14:00:00,2010,1,10,14,0,0.0,24.6,54.3,7.04,7.04
2010-01-10 15:00:00,2010,1,10,15,0,0.0,24.9,50.8,7.04,7.04
2010-01-10 16:00:00,2010,1,10,16,0,0.0,25.0,58.0,0.0,7.04
2010-01-10 17:00:00,2010,1,10,17,0,0.0,24.9,48.6,0.0,7.04
2010-01-10 18:00:00,2010,1,10,18,0,0.0,24.6,64.8,0.0,7.04
2010-01-10 19:00:00,2010,1,10,19,0,0.0,24.1,48.5,0.0,7.04
2010-01-10 20:00:00,2010,1,10,20,0,0.0,23.5,62.3,0.0,7.04
2010-01-10 21:00:00,2010,1,10,21,0,0.0,22.8,58.7,0.0,7.04
2010-01-10 22:00:00,2010,1,10,22,0,0.0,22.0,47.6,0.0,7.04
2010-01-10 23:00:00,2010,1,10,23,0,0.0,21.2,54.9,0.0,7.04
2010-01-11 00:00:00,2010,1,11,0,0,0.0,20.5,49.2,0.0,7.04
2010-01-11 01:00:00,2010,1,11,1,0,0.0,19.9,57.0,0.0,7.04
2010-01-11 02:00:00,2010,1,11,2,0,0.0,19.4,46.1,0.0,7.04
2010-01-11 03:00:00,2010,1,11,3,0,0.0,19.1,61.5,0.0,7.04
2010-01-11 04:00:00,2010,1,11,4,0,0.0,19.0,46.2,0.0,7.04
2010-01-11 05:00:00,2010,1,11,5,0,0.0,19.1,58.5,0.0,7.04
2010-01-11 06:00:00,2010,1,11,6,0,0.0,19.4,52.8,0.0,7.04
2010-01-11 07:00:00,2010,1,11,7,0,0.0,19.9,49.0,0.0,7.04
2010-01-11 08:00:00,2010,1,11,8,0,0.0,20.5,60.3,0.0,7.04
2010-01-11 09:00:00,2010,1,11,9,0,0.0,21.2,64.1,0.0,7.04
2010-01-11 10:00:00,2010,1,11,10,0,0.0,22.0,62.0,0.0,7.04
2010-01-11 11:00:00,2010,1,11,11,0,0.0,22.8,59.0,0.0,7.04
2010-01-11 12:00:00,2010,1,11,12,0,0.0,23.5,59.0,0.0,7.04
2010-01-11 13:00:00,2010,1,11,13,0,0.0,24.1,48.9,0.0,7.04
2010-01-11 14:00:00,2010,1,11,14,0,0.0,24.6,46.2,0.0,7.04
2010-01-11 15:00:00,2010,1,11,15,0,0.0,24.9,59.1,0.0,7.04
2010-01-11 16:00:00,2010,1,11,16,0,0.0,25.0,53.0,0.0,7.04
2010-01-11 17:00:00,2010,1,11,17,0,0.0,24.9,60.2,0.0,7.04
2010-01-11 18:00:00,2010,1,11,18,0,0.0,24.6,55.3,0.0,7.04
2010-01-11 19:00:00,2010,1,11,19,0,0.0,24.1,51.2,0.0,7.04
2010-01-11 20:00:00,2010,1,11,20,0,0.0,23.5,60.5,0.0,7.04
2010-01-11 21:00:00,2010,1,11,21,0,0.0,22.8,63.1,0.0,7.04
2010-01-11 22:00:00,2010,1,11,22,0,0.0,22.0,46.5,0.0,7.04
2010-01-11 23:00:00,2010,1,11,23,0,0.0,21.2,53.0,0.0,7.04
2010-01-12 00:00:00,2010,1,12,0,0,0.0,20.5,57.4,0.0,7.04
2010-01-12 01:00:00,2010,1,12,1,0,0.0,19.9,61.6,0.0,7.04
2010-01-12 02:00:00,2010,1,12,2,0,0.0,19.4,63.4,0.0,7.04
2010-01-12 03:00:00,2010,1,12,3,0,0.0,19.1,60.9,0.0,7.04
2010-01-12 04:00:00,2010,1,12,4,0,0.0,19.0,48.7,0.0,7.04
2010-01-12 05:00:00,2010,1,12,5,0,0.0,19.1,62.0,0.0,7.04
2010-01-12 06:00:00,2010,1,12,6,0,0.0,19.4,46.9,0.0,7.04
2010-01-12 07:00:00,2010,1,12,7,0,0.0,19.9,49.9,0.0,7.04
2010-01-12 08:00:00,2010,1,12,8,0,0.0,20.5,62.2,0.0,7.04
2010-01-12 09:00:00,2010,1,12,9,0,0.0,21.2,61.2,0.0,7.04
2010-01-12 10:00:00,2010,1,12,10,0,0.0,22.0,53.7,0.0,7.04
2010-01-12 11:00:00,2010,1,12,11,0,0.0,22.8,60.3,0.0,7.04
2010-01-12 12:00:00,2010,1,12,12,0,0.0,23.5,62.7,0.0,7.04
2010-01-12 13:00:00,2010,1,12,13,0,0.0,24.1,58.3,0.0,7.04
2010-01-12 14:00:00,2010,1,12,14,0,0.0,24.6,50.7,0.0,7.04
2010-01-12 15:00:00,2010,1,12,15,0,0.0,24.9,45.9,0.0,7.04
2010-01-12 16:00:00,2010,1,12,16,0,0.0,25.0,47.1,0.0,0.0
2010-01-12 17:00:00,2010,1,12,17,0,0.0,24.9,64.1,0.0,0.0
2010-01-12 18:00:00,2010,1,12,18,0,0.0,24.6,52.8,0.0,0.0
2010-01-12 19:00:00,2010,1,12,19,0,0.0,24.1,61.5,0.0,0.0
2010-01-12 20:00:00,2010,1,12,20,0,0.0,23.5,59.4,0.0,0.0
2010-01-12 21:00:00,2010,1,12,21,0,0.0,22.8,58.8,0.0,0.0
2010-01-12 22:00:00,2010,1,12,22,0,0.0,22.0,59.0,0.0,0.0
2010-01-12 23:00:00,2010,1,12,23,0,0.0,21.2,46.0,0.0,0.0
2010-01-13 00:00:00,2010,1,13,0,0,0.0,20.5,58.2,0.0,0.0
2010-01-13 01:00:00,2010,1,13,1,0,0.0,19.9,46.4,0.0,0.0
2010-01-13 02:00:00,2010,1,13,2,0,0.0,19.4,45.4,0.0,0.0
2010-01-13 03:00:00,2010,1,13,3,0,0.0,19.1,48.6,0.0,0.0
2010-01-13 04:00:00,2010,1,13,4,0,0.0,19.0,57.4,0.0,0.0
2010-01-13 05:00:00,2010,1,13,5,0,0.0,19.1,52.0,0.0,0.0
2010-01-13 06:00:00,2010,1,13,6,0,0.0,19.4,48.8,0.0,0.0
2010-01-13 07:00:00,2010,1,13,7,0,0.0,19.9,60.7,0.0,0.0
2010-01-13 08:00:00,2010,1,13,8,0,0.0,20.5,62.5,0.0,0.0
2010-01-13 09:00:00,2010,1,13,9,0,0.0,21.2,45.8,0.0,0.0
2010-01-13 10:00:00,2010,1,13,10,0,0.0,22.0,49.8,0.0,0.0
2010-01-13 11:00:00,2010,1,13,11,0,0.0,22.8,57.1,0.0,0.0
2010-01-13 12:00:00,2010,1,13,12,0,0.0,23.5,51.2,0.0,0.0
2010-01-13 13:00:00,2010,1,13,13,0,0.0,24.1,59.5,0.0,0.0
2010-01-13 14:00:00,2010,1,13,14,0,0.0,24.6,58.9,0.0,0.0
2010-01-13 15:00:00,2010,1,13,15,0,0.0,24.9,58.5,0.0,0.0
2010-01-13 16:00:00,2010,1,13,16,0,0.0,25.0,51.8,0.0,0.0
2010-01-13 17:00:00,2010,1,13,17,0,0.0,24.9,64.0,0.0,0.0
2010-01-13 18:00:00,2010,1,13,18,0,0.0,24.6,56.4,0.0,0.0
2010-01-13 19:00:00,2010,1,13,19,0,0.0,24.1,55.6,0.0,0.0
2010-01-13 20:00:00,2010,1,13,20,0,0.0,23.5,55.2,0.0,0.0
2010-01-13 21:00:00,2010,1,13,21,0,0.0,22.8,62.8,0.0,0.0
2010-01-13 22:00:00,2010,1,13,22,0,0.0,22.0,59.4,0.0,0.0
2010-01-13 23:00:00,2010,1,13,23,0,0.0,21.2,45.2,0.0,0.0
2010-01-14 00:00:00,2010,1,14,0,0,0.0,20.5,56.8,0.0,0.0
2010-01-14 01:00:00,2010,1,14,1,0,0.0,19.9,59.3,0.0,0.0
